run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,chlorophyll_sensor,citation,ena_first_public,ena_last_update,event_date_time_end,external_id,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,salinity_sensor,submitter_id,depth,environment_biome,environment_feature,environment_material,environmental_package,event_date_time_start,event_label,further_details,last_update_date,latitude_start,longitude_start,nitrate_sensor,oxygen_sensor,project_name,protocol_label,sample_collection_device,sample_name_1,sample_status,sampling_campaign,sampling_platform,sampling_station,size_fraction_lower_threshold,size_fraction_upper_threshold,temperature,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,marine_region,ena_first_public_1,ena_last_update_1,scientific_name,alias,ena_checklist,sra_accession
ERR318621,PRJEB1787,1.178,WGS,RANDOM,Illumina Genome Analyzer IIx,TARA_20091215T1512Z_030_Combined-EVENTS_CAST_MB_D_(70-75m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_A100001011,marine metagenome,ERX291767,Illumina Genome Analyzer IIx paired end sequencing; Marine metagenome.,APYDOSW,METAGENOMIC,PAIRED,ILLUMINA,"GSC, The Genoscope center",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_A100001011) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-12-15T15:23:37Z at station TARA_030 (latitudeN=33.9235, longitudeE=32.8118) from a deep chlorophyll maximum layer (ENVO:xxxxxxxx) at a depth of 66-75 m, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (0.22-1.6 micrometres) and preserved on board in liquid nitrogen for later phylogenetic analysis of prokaryote nucleotide sequences identification by pyrosequencing methods.",SAMEA2591122,ERS478040,SAMEA2591122,TARA_20091215T1512Z_030_Combined-EVENTS_CAST_MB_D_(70-75m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_A100001011,0.042495,tbd,"","",2009-12-15T17:32Z,"",GSC,Genoscope,2014-07-18T17:01:27Z,2014-11-06T09:09:25Z,public,33.93,32.7322,39.255952,"",70,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-12-15T15:23:37Z,TARA_20091215T1512Z_030_Combined-EVENTS_CAST,tbd,2014-05-01Z,33.9235,32.8118,0.254406,218.132538,Tara Oceans,BACT_NUC-DNA(100L)_W0.22-1.6,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,ERS478040,This version is NOT FINAL but can be used to provide data discovery services,TARA_20091214Z,SV Tara,TARA_030,0.22,1.6,18.979535,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,7841374,1177769082,810811740,2013-12-25 10:13:34,98.4,10.68,51.8,7.3,(search radius=5 degree) Marine Ecoregion:Levantine Sea (MRGID:21895),"","","",TARA_A100001011,ERC000030,ERS478040
ERR598942,PRJEB1787,35.485,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001094,marine metagenome,ERX555907,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AFNIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100001094) was collected during the Tara Oceans expedition (2009-2013) at station TARA_133 (latitudeN=35.4002, longitudeE=-127.7499) on date/time=2011-10-19T00:09, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 43-47 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001095.",SAMEA2623135,ERS493431,SAMEA2623135,TARA_20111019T0009Z_133_EVENT_PUMP_P_D_(45 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001094,0.436597,tbd,2014-09-12,2015-11-04,2011-10-19T02:07,SAMEA2623135,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:48Z,public,35.4118,-127.7122,33.241367,TARA_B100001094,45,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-10-19T00:09,TARA_20111019T0009Z_133_EVENT_PUMP,tbd,2014-05-01Z,35.4002,-127.7499,4.832723,227.686042,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100001094,This version can be used to provide data discovery services,TARA_20110928Z,SV Tara,TARA_133,0.22,3,13.159842,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,179642130,35484585604,24088872941,2014-09-13 07:26:31,98.86,8.17,98.67,8.74,"","","","","","",""
ERR598943,PRJEB1787,7.278,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000900,marine metagenome,ERX556029,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADCIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000900) was collected during the Tara Oceans expedition (2009-2013) at station TARA_102 (latitudeN=-5.2529, longitudeE=-85.1545) on date/time=2011-04-21T20:07, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000901.",SAMEA2622173,ERS491938,SAMEA2622173,TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000900,0.238224,tbd,2014-09-12,2015-11-04,2011-04-21T23:14,SAMEA2622173,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:30Z,public,-5.254,-85.2248,34.748175,TARA_B100000900,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-04-21T20:07,TARA_20110421T2007Z_102_EVENT_PUMP,tbd,2014-05-01Z,-5.2529,-85.1545,11.688971,205.992583,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000900,This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_102,0.22,3,24.943108,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,36334542,7278294015,4377701937,2014-09-13 07:26:31,100.33,4.65,99.99,6.2,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)","","","","","",""
ERR598945,PRJEB1787,6.712,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000780,marine metagenome,ERX555982,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACNIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000780) was collected during the Tara Oceans expedition (2009-2013) at station TARA_084 (latitudeN=-60.2287, longitudeE=-60.6476) on date/time=2011-01-03T11:05, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000781.",SAMEA2621487,ERS491001,SAMEA2621487,TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000780,0.109555,tbd,2014-09-12,2015-11-04,2011-01-03T16:00,SAMEA2621487,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:31Z,public,-60.3606,-60.5096,33.71972,TARA_B100000780,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-01-03T11:05,TARA_20110103T1105Z_084_EVENT_PUMP,tbd,2014-05-01Z,-60.2287,-60.6476,24.423039,338.2982,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000780,This version can be used to provide data discovery services,TARA_20101231Z,SV Tara,TARA_084,0.22,3,1.84402,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,33639827,6712020566,4232433810,2014-09-13 07:26:32,99.91,5.99,99.61,7.24,(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925),"","","","","",""
ERR598949,PRJEB1787,6.211,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000073,marine metagenome,ERX556061,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABTIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000073) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0284, longitudeE=64.5126) on date/time=2010-03-15T11:18, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 23-27 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis.",SAMEA2620021,ERS488830,SAMEA2620021,TARA_20100315T1118Z_038_EVENT_PUMP_P_D_(25 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-1.6_TARA_B100000073,0.604752,tbd,2014-09-12,2015-11-04,2010-03-15T12:46,SAMEA2620021,GSC,Genoscope,2014-09-12T17:03:36Z,2015-11-04T11:48:14Z,public,19.0108,64.532,99999,TARA_B100000073,25,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-03-15T11:18,TARA_20100315T1118Z_038_EVENT_PUMP,tbd,2014-05-01Z,19.0284,64.5126,1.230122,154.699917,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000073,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_038,0.22,1.6,25.494408,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,31343525,6211136515,3839319702,2014-09-13 07:26:32,99.56,8.03,98.6,10.83,"","","","","","",""
ERR598950,PRJEB1787,6.221,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000368,marine metagenome,ERX556067,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABCIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_X000000368) was collected during the Tara Oceans expedition (2009-2013) at station TARA_004 (latitudeN=36.5533, longitudeE=-6.5669) on date/time=2009-09-15T18:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 38-42 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_X000000369.",SAMEA2619399,ERS487936,SAMEA2619399,TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_X000000368,0.090621,tbd,2014-09-12,2015-11-04,2009-09-15T18:45,SAMEA2619399,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:30Z,public,35.5571,-6.5586,36.63313,TARA_X000000368,40,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-09-15T18:00,TARA_20090915T1800Z_004_EVENT_PUMP,tbd,2014-05-01Z,36.5533,-6.5669,99999,99999,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_X000000368,This version can be used to provide data discovery services,TARA_20090913Z,SV Tara,TARA_004,0.22,1.6,20.408907,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,31054711,6220650813,3894784607,2014-09-13 07:26:34,100.01,5.59,100.3,4.97,(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324),"","","","","",""
ERR598951,PRJEB1787,6.025,WGS,RANDOM,Illumina HiSeq 2000,TARA_E500000178,marine metagenome,ERX556082,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABFIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_E500000178) was collected during the Tara Oceans expedition (2009-2013) at station TARA_025 (latitudeN=39.3888, longitudeE=19.3905) on date/time=2009-11-23T09:12, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.",SAMEA2619766,ERS488486,SAMEA2619766,TARA_20091123T0912Z_025_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_E500000178,0.121845,tbd,2014-09-12,2015-11-04,2009-11-23T11:18,SAMEA2619766,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:37Z,public,39.3599,19.4084,38.182917,TARA_E500000178,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-11-23T09:12,TARA_20091123T0912Z_025_EVENT_PUMP,tbd,2014-05-01Z,39.3888,19.3905,99999,218.016833,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_E500000178,This version can be used to provide data discovery services,TARA_20091122Z,SV Tara,TARA_025,0.22,1.6,18.342533,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,30171447,6025483748,3833609469,2014-09-13 07:26:32,99.71,6.41,99.99,5.97,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)","","","","","",""
ERR598952,PRJEB1787,4.158,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000927,marine metagenome,ERX556128,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADGIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000927) was collected during the Tara Oceans expedition (2009-2013) at station TARA_109 (latitudeN=2.0299, longitudeE=-84.5546) on date/time=2011-05-12T22:15, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 28-32 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000928.",SAMEA2622336,ERS492177,SAMEA2622336,TARA_20110512T2215Z_109_EVENT_PUMP_P_D_(30 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000927,0.737378,tbd,2014-09-12,2015-11-04,2011-05-12T23:30,SAMEA2622336,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:00Z,public,2.0663,-84.5304,34.344808,TARA_B100000927,30,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-05-12T22:15,TARA_20110512T2215Z_109_EVENT_PUMP,tbd,2014-05-01Z,2.0299,-84.5546,3.886605,203.127654,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000927,This version can be used to provide data discovery services,TARA_20110509Z,SV Tara,TARA_109,0.22,3,26.532035,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,20877758,4157857128,2522122494,2014-09-13 07:26:34,99.15,6.85,100,5.9,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)","","","","","",""
ERR598954,PRJEB1787,39.369,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000941,marine metagenome,ERX555919,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADXIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000941) was collected during the Tara Oceans expedition (2009-2013) at station TARA_112 (latitudeN=-23.2811, longitudeE=-129.3947) on date/time=2011-06-14T16:45, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000942.",SAMEA2622518,ERS492408,SAMEA2622518,TARA_20110614T1645Z_112_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000941,0.04895,tbd,2014-09-12,2015-11-04,2011-06-14T20:05,SAMEA2622518,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:48:59Z,public,-23.24,-129.4851,36.453917,TARA_B100000941,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-06-14T16:45,TARA_20110614T1645Z_112_EVENT_PUMP,tbd,2014-05-01Z,-23.2811,-129.3947,-0.916543,202.174583,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000941,This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_112,0.22,3,24.237467,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,199504187,39368758098,27313357526,2014-09-13 07:26:34,99.03,7.13,98.31,8.85,(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942),"","","","","",""
ERR598955,PRJEB1787,34.362,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000263,marine metagenome,ERX555964,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABBIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_X000000263) was collected during the Tara Oceans expedition (2009-2013) at station TARA_004 (latitudeN=36.5533, longitudeE=-6.5669) on date/time=2009-09-15T11:30, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_X000000264.",SAMEA2619376,ERS487899,SAMEA2619376,TARA_20090915T1130Z_004_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_X000000263,0.078,tbd,2014-09-12,2015-11-04,2009-09-15T14:30,SAMEA2619376,GSC,Genoscope,2014-09-12T17:03:36Z,2015-11-04T11:48:17Z,public,35.5571,-6.5586,36.6324,TARA_X000000263,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-09-15T11:30,TARA_20090915T1130Z_004_EVENT_PUMP,tbd,2014-05-01Z,36.5533,-6.5669,99999,99999,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_X000000263,This version can be used to provide data discovery services,TARA_20090913Z,SV Tara,TARA_004,0.22,1.6,20.5251,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,173346004,34361551651,23662511280,2014-09-13 07:26:30,99.37,6.32,98.86,7.94,(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324),"","","","","",""
ERR598959,PRJEB1787,7.815,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000003,marine metagenome,ERX555909,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABMIOSF_r2,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000003) was collected during the Tara Oceans expedition (2009-2013) at station TARA_034 (latitudeN=18.3967, longitudeE=39.875) on date/time=2010-01-20T04:27, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000005.",SAMEA2619879,ERS488649,SAMEA2619879,TARA_20100120T0427Z_034_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_B100000003,0.186697,tbd,2014-09-12,2015-11-04,2010-01-20T08:30,SAMEA2619879,GSC,Genoscope,2014-09-12T17:03:36Z,2015-11-04T11:48:16Z,public,18.4017,39.855,38.646858,TARA_B100000003,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-01-20T04:27,TARA_20100120T0427Z_034_EVENT_PUMP,tbd,2014-05-01Z,18.3967,39.875,-0.927087,184.061167,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_B100000003,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_034,0.22,1.6,27.59865,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,39588227,7815134835,5001214859,2014-09-13 07:26:30,97.66,11.84,99.75,6.61,"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)","","","","","",""
