run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,ena_first_public,ena_last_update,event_device,external_id,iho,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,sampling_objective,submitter_id,broker_name,depth,env_biome,env_feature,env_material,environmental_package,event_date_time,latitude,longitude,geo_loc_name,mrgid,project_name,protocol_label,salinity_pss,sample_name_1,sample_title_1,sampling_campaign,sampling_platform,sampling_site,temperature_degC,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,size_frac_low,size_frac_up,size_frac,lat_lon,year,month,day,time,collection_date,layer,local_time,samp_size,samp_vol_we_dna_ext
ERR770969,PRJEB8682,0.454,WGS,RANDOM,Illumina MiSeq,135,marine metagenome,ERX714236,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",SAMEA3275561,ERS667579,SAMEA3275561,OSD81_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,"5L Plastic water Gallons, Disinfected",SAMEA3275561,North Atlantic Ocean,"OSD_Centre of Marine Sciences, Portugal","OSD_Centre of Marine Sciences, Portugal",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,37.005053,-7.973119,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",135,"Max Planck Institute for Marine Microbiology, Bremen",0,Marine,Surface,Seawater,water,2014-06-21T10:58:00+00,37.005053,-7.973119,North Atlantic Ocean,1912,Micro B3,NPL022,34.3,135,OSD81_2014-06-21_0m_NPL022,OSD-Jun-2014,Boat,"OSD81,Ria Formosa lagoon",22.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1281107,453510006,245151040,2015-03-04 04:56:28,177,82.36,177,82.36,0.22,,0.22-NA,37.005053 -7.973119,2014,06,21,10:58:00,2014-06-21,surface water,,,
ERR770970,PRJEB8682,0.425,WGS,RANDOM,Illumina MiSeq,170,marine metagenome,ERX714364,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",SAMEA3275562,ERS667580,SAMEA3275562,OSD80_2014-06-21_2m_NPL022,2015-03-03,2016-10-21,peristaltic pump,SAMEA3275562,Greenland Sea,OSD_University of Alaska Fairbanks,OSD_University of Alaska Fairbanks,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,74.31,-20.3043,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",170,"Max Planck Institute for Marine Microbiology, Bremen",2,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-06-21T14:30:00+00,74.31,-20.3043,Greenland Sea,2356,Micro B3,NPL022,32,170,OSD80_2014-06-21_2m_NPL022,OSD-Jun-2014,"92, ice shelf","OSD80,Greenland - Young Sound",-1.6,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1102976,425469668,227906527,2015-03-04 04:56:28,192.87,77.15,192.87,77.15,0.22,,0.22-NA,74.31 -20.3043,2014,06,21,14:30:00,2014-06-21,surface water,,,
ERR770971,PRJEB8682,0.5,WGS,RANDOM,Illumina MiSeq,178,marine metagenome,ERX714363,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",SAMEA3275564,ERS667582,SAMEA3275564,OSD80_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,40L bucket,SAMEA3275564,Greenland Sea,OSD_University of Alaska Fairbanks,OSD_University of Alaska Fairbanks,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,74.31,-20.3043,"As part of the Arctic Science partnership, the Young Sound\ncampaign aims to investigate the physical, chemical, and\nbiological interactions between atmosphere, sea ice, and ocean",178,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-06-21T16:30:00+00,74.31,-20.3043,Greenland Sea,2356,Micro B3,NPL022,5,178,OSD80_2014-06-21_0m_NPL022,OSD-Jun-2014,"92, ice shelf","OSD80,Greenland - Young Sound",-0.1,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1442142,499941288,276205553,2015-03-04 04:56:28,173.33,77.86,173.33,77.86,0.22,,0.22-NA,74.31 -20.3043,2014,06,21,16:30:00,2014-06-21,surface water,,,
ERR770972,PRJEB8682,0.472,WGS,RANDOM,Illumina MiSeq,17,marine metagenome,ERX714317,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,short abstract,SAMEA3275565,ERS667583,SAMEA3275565,OSD78_2014-06-21_0.5m_NPL022,2015-03-03,2017-11-06,5 L Niskin bottle,SAMEA3275565,Adriatic Sea,OSD_CONISMA,OSD_CONISMA,2015-03-03T17:02:18Z,2017-11-06T14:27:12Z,public,43.57,13.595,short abstract,17,"Max Planck Institute for Marine Microbiology, Bremen",0.5,ENVO:00000447 for marine biome,ENVO:00002042 for surface water,ENVO:00000569 for seawater,water,2014-06-21T10:00:00+00,43.57,13.595,Adriatic Sea,3314,Micro B3,NPL022,34.33,17,OSD78_2014-06-21_0.5m_NPL022,OSD-Jun-2014,CONISMA - URL ANCONA,"OSD78,Italy - CONISMA",24.25,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1215082,471869208,259798365,2015-03-04 04:56:28,194.17,80.14,194.17,80.14,0.22,,0.22-NA,43.57 13.595,2014,06,21,10:00:00,2014-06-21,surface water,,,
ERR770973,PRJEB8682,0.395,WGS,RANDOM,Illumina MiSeq,147,marine metagenome,ERX714318,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Metagenomic research on seawater of the NW Adriatic Sea,SAMEA3275567,ERS667585,SAMEA3275567,OSD77_2014-06-20_0.5m_NPL022,2015-03-03,2016-10-21,tank/CTD,SAMEA3275567,Adriatic Sea,"OSD_University of Urbino, Dep. of Biomolecular Sciences, Section of Environmental Biology","OSD_University of Urbino, Dep. of Biomolecular Sciences, Section of Environmental Biology",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,44,13,Metagenomic research on seawater of the NW Adriatic Sea,147,"Max Planck Institute for Marine Microbiology, Bremen",0.5,ENVO:00000447,ENVO:00000447,seawater,water,2014-06-20T12:00:00+00,43.8514,13.0731,Adriatic Sea,3314,Micro B3,NPL022,26.29,147,OSD77_2014-06-20_0.5m_NPL022,OSD-Jun-2014,Athena Research Vessel_Urbino University_Italy,"OSD77,Italy - Metauro",24.1,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1087770,394530652,217864061,2015-03-04 04:56:28,181.35,82.59,181.35,82.59,0.22,,0.22-NA,43.8514 13.0731,2014,06,20,12:00:00,2014-06-20,surface water,,,
ERR770974,PRJEB8682,0.383,WGS,RANDOM,Illumina MiSeq,144,marine metagenome,ERX714235,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Metagenomic research on seawater of the NW Adriatic Sea,SAMEA3275568,ERS667586,SAMEA3275568,OSD76_2014-06-20_0.5m_NPL022,2015-03-03,2016-10-21,tank/CTD,SAMEA3275568,Adriatic Sea,"OSD_University of Urbino, Dep. of Biomolecular Sciences, Section of Environmental Biology","OSD_University of Urbino, Dep. of Biomolecular Sciences, Section of Environmental Biology",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,43.9475,12.935,Metagenomic research on seawater of the NW Adriatic Sea,144,"Max Planck Institute for Marine Microbiology, Bremen",0.5,ENVO:00000447,ENVO:00000447,seawater,water,2014-06-20T10:15:00+00,43.9475,12.935,Adriatic Sea,3314,Micro B3,NPL022,27.78,144,OSD76_2014-06-20_0.5m_NPL022,OSD-Jun-2014,Athena Research Vessel_Urbino University_Italy,"OSD76,Italy - Foglia",23.61,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1067269,382840830,210095679,2015-03-04 04:56:28,179.36,81.87,179.36,81.87,0.22,,0.22-NA,43.9475 12.935,2014,06,20,10:15:00,2014-06-20,surface water,,,
ERR770975,PRJEB8682,0.467,WGS,RANDOM,Illumina MiSeq,115,marine metagenome,ERX714259,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Investigate Ocean Microbial Diversity,SAMEA3275570,ERS667588,SAMEA3275570,OSD74_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,Acid washed bucket,SAMEA3275570,North Atlantic Ocean,"OSD_CIIMAR, Interdisciplinary Center of Environmental and Marine Research","OSD_CIIMAR, Interdisciplinary Center of Environmental and Marine Research",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,41.1416,-8.6668,Investigate Ocean Microbial Diversity,115,"Max Planck Institute for Marine Microbiology, Bremen",1,Estuarine Biome,Surface Water,Coastal water,water,2014-06-21T11:15:00+00,41.1416,-8.6668,North Atlantic Ocean,1912,Micro B3,NPL022,13.75,115,OSD74_2014-06-21_1m_NPL022,OSD-Jun-2014,"","OSD74,Douro Estuary, NE Atlantic",20.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1247179,467457560,255393181,2015-03-04 04:56:26,187.41,82.2,187.41,82.2,0.22,,0.22-NA,41.1416 -8.6668,2014,06,21,11:15:00,2014-06-21,surface water,,,
ERR770976,PRJEB8682,0.416,WGS,RANDOM,Illumina MiSeq,172,marine metagenome,ERX714320,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Investigate Ocean Microbial Diversity,SAMEA3275571,ERS667589,SAMEA3275571,OSD73_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,Acide Washed Bucket,SAMEA3275571,North Atlantic Ocean,"OSD_CIIMAR, Interdisciplinary Center of Environmental and Marine Research","OSD_CIIMAR, Interdisciplinary Center of Environmental and Marine Research",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,41.6835,-8.8341,Investigate Ocean Microbial Diversity,172,"Max Planck Institute for Marine Microbiology, Bremen",1,NE Atlantic,Surface Water,Coastal water,water,2014-06-21T11:15:00+00,41.6835,-8.8341,North Atlantic Ocean,1912,Micro B3,NPL022,32.3,172,OSD73_2014-06-21_1m_NPL022,OSD-Jun-2014,"","OSD73,Lima Estuary, NE Atlantic",18.4,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1149852,416098530,227134934,2015-03-04 04:56:29,180.94,79.72,180.94,79.72,0.22,,0.22-NA,41.6835 -8.8341,2014,06,21,11:15:00,2014-06-21,surface water,,,
ERR770977,PRJEB8682,0.579,WGS,RANDOM,Illumina MiSeq,27,marine metagenome,ERX714261,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",SAMEA3275573,ERS667591,SAMEA3275573,OSD72_2014-07-21_0.8m_NPL022,2015-03-03,2016-10-21,CTD with Niskin bottle rossette and single Niskin bottles (10l),SAMEA3275573,Kattegat,"OSD_University of Kiel, GEOMAR Helmholtz Center for Ocean Research","OSD_University of Kiel, GEOMAR Helmholtz Center for Ocean Research",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,54.8333,10,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",27,"Max Planck Institute for Marine Microbiology, Bremen",0.8,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-07-21T10:12:00+00,54.8333,10,Kattegat,2374,Micro B3,NPL022,14.253,27,OSD72_2014-07-21_0.8m_NPL022,OSD-Jun-2014,RV Lttorina,"OSD72,Boknis Eck, Baltic Sea",13.994,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1254116,579400568,323379231,2015-03-04 04:56:29,231,77.75,231,77.75,0.22,,0.22-NA,54.8333 10,2014,07,21,10:12:00,2014-07-21,surface water,,,
ERR770978,PRJEB8682,0.538,WGS,RANDOM,Illumina MiSeq,96,marine metagenome,ERX714234,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",SAMEA3275574,ERS667592,SAMEA3275574,OSD71_2014-06-21_0m_NPL022,2015-03-03,2017-11-06,Bucket and Horiba U-50 Multiparameter,SAMEA3275574,South Pacific Ocean,"OSD_Department of Marine Science, University of Otago","OSD_Department of Marine Science, University of Otago",2015-03-03T17:02:18Z,2017-11-06T14:26:13Z,public,-45.7442,170.7706,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",96,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:00000447 for marine biome,ENVO:00002042 for surface water,ENVO:00002010 for seawater,water,2014-06-21T11:35:00+00,-45.7442,170.7706,South Pacific Ocean,1910,Micro B3,NPL022,35.2,96,OSD71_2014-06-21_0m_NPL022,OSD-Jun-2014,"research vessel, BERYL BREWIN","OSD71,Otago",10.99,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1141446,537828808,291397506,2015-03-04 04:56:29,235.59,75.59,235.59,75.59,0.22,,0.22-NA,-45.7442 170.7706,2014,06,21,11:35:00,2014-06-21,surface water,,,
ERR770979,PRJEB8682,0.547,WGS,RANDOM,Illumina MiSeq,152,marine metagenome,ERX714321,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD sampling,SAMEA3275575,ERS667593,SAMEA3275575,OSD70_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,10 L bottle,SAMEA3275575,Adriatic Sea,"OSD_Department of Biology, University of Padova","OSD_Department of Biology, University of Padova",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,45.4142,12.4378,OSD sampling,152,"Max Planck Institute for Marine Microbiology, Bremen",0,"ENVO:01000047, MEDITERREAN SEA BIOME","ENVO:00002042, SURFACE WATER","ENVO:00002010, SEA WATER",water,2014-06-21T12:11:00+00,45.4142,12.4378,Adriatic Sea,3314,Micro B3,NPL022,31.67,152,OSD70_2014-06-21_0m_NPL022,OSD-Jun-2014,UNIPD Boat,"OSD70,Venice - Lido",23.4,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1163672,547358608,302172410,2015-03-04 04:56:29,235.19,76.65,235.19,76.65,0.22,,0.22-NA,45.4142 12.4378,2014,06,21,12:11:00,2014-06-21,surface water,,,
ERR770980,PRJEB8682,0.646,WGS,RANDOM,Illumina MiSeq,142,marine metagenome,ERX714336,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Longterm coral reef monitoring programm at the Tiahura reef, Moorea, FRENCH Polynesia\n",SAMEA3275638,ERS667659,SAMEA3275638,OSD7_2014-06-21_0.1m_NPL022,2015-03-03,2016-10-21,"",SAMEA3275638,South Pacific Ocean,OSD_CRIOBE CNRS-EPHE-UPVD USR3278,OSD_CRIOBE CNRS-EPHE-UPVD USR3278,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,-17.2894,-149.53985,"Longterm coral reef monitoring programm at the Tiahura reef, Moorea, FRENCH Polynesia\n",142,"Max Planck Institute for Marine Microbiology, Bremen",0.1,outer slope of the reef,"","",water,2014-06-21T10:00:00+00,-17.2894,-149.53985,South Pacific Ocean,1910,Micro B3,NPL022,37,142,OSD7_2014-06-21_0.1m_NPL022,OSD-Jun-2014,"","OSD7,Moorea - Tiahura",27,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2194847,646204878,274120331,2015-03-04 04:56:29,147.21,71.08,147.21,71.08,0.22,,0.22-NA,-17.2894 -149.53985,2014,06,21,10:00:00,2014-06-21,surface water,,,
ERR770981,PRJEB8682,0.551,WGS,RANDOM,Illumina MiSeq,151,marine metagenome,ERX714319,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD samplig,SAMEA3275576,ERS667594,SAMEA3275576,OSD69_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,10 L bottle,SAMEA3275576,Adriatic Sea,"OSD_Department of Biology, University of Padova","OSD_Department of Biology, University of Padova",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,45.4568,12.2605,OSD samplig,151,"Max Planck Institute for Marine Microbiology, Bremen",0,"ENVO:00000038, LAGOON","ENVO:00002042, SURFACE WATER","ENVO:00002019, BRACKISH WATER",water,2014-06-21T16:08:00+00,45.4568,12.2605,Adriatic Sea,3314,Micro B3,NPL022,29.41,151,OSD69_2014-06-21_0m_NPL022,OSD-Jun-2014,UNIPD Boat,"OSD69,Venice - Marghera",25.7,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1151638,550672554,307640483,2015-03-04 04:56:27,239.08,74.78,239.08,74.78,0.22,,0.22-NA,45.4568 12.2605,2014,06,21,16:08:00,2014-06-21,surface water,,,
ERR770982,PRJEB8682,0.726,WGS,RANDOM,Illumina MiSeq,223,marine metagenome,ERX714262,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,collect water samples for microbial analysis.,SAMEA3275577,ERS667595,SAMEA3275577,OSD65_2014-06-20_0.1m_NPL022,2015-03-03,2016-10-21,Sterilised wine bottle,SAMEA3275577,South Pacific Ocean,OSD_University of Auckland,OSD_University of Auckland,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,-36.292794,174.818567,collect water samples for microbial analysis.,223,"Max Planck Institute for Marine Microbiology, Bremen",0.1,"ocean, this term applies to plant growth forms.",open coast,seawater,water,2014-06-20T10:30:00+00,-36.292794,174.818567,South Pacific Ocean,1910,Micro B3,NPL022,34,223,OSD65_2014-06-20_0.1m_NPL022,OSD-Jun-2014,Boat,"OSD65,Leigh Marine Laboratory (NZ)",16,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1608978,725739426,387901389,2015-03-04 04:56:29,225.53,79.29,225.53,79.29,0.22,,0.22-NA,-36.292794 174.818567,2014,06,20,10:30:00,2014-06-20,surface water,,,
ERR770983,PRJEB8682,0.654,WGS,RANDOM,Illumina MiSeq,89,marine metagenome,ERX714343,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"OSD in the bay of Odessa, Black Sea, Ukraine",SAMEA3275578,ERS667596,SAMEA3275578,OSD64_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,Nansen bottle,SAMEA3275578,Black Sea,"OSD_Odessa National I.I. Mechnikov University, biology faculty","OSD_Odessa National I.I. Mechnikov University, biology faculty",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,46.44155,30.77595,"OSD in the bay of Odessa, Black Sea, Ukraine",89,"Max Planck Institute for Marine Microbiology, Bremen",1,Marine,Surface water,sea water,water,2014-06-21T11:30:00+00,46.44155,30.77595,Black Sea,3319,Micro B3,NPL022,17.63,89,OSD64_2014-06-21_1m_NPL022,OSD-Jun-2014,UOA-7119PM171G,"OSD64,Odessa (Ukraine)",20.3,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1199113,653613502,363212610,2015-03-04 04:56:29,272.54,49.67,272.54,49.67,0.22,,0.22-NA,46.44155 30.77595,2014,06,21,11:30:00,2014-06-21,surface water,,,
