sample	biosample	run	bioproject	gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	library_layout	platform	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	sample_title	collection_date	depth	env_biome	env_feature	env_material	geo_loc_name	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev	year	month	day	time	temperature_degC	salinity_pss	size_frac_low	size_frac_up	size_frac	samp_size	samp_vol_we_dna_ext	lat_lon	latitude	longitude	layer	local_time	environmental_package	project	season	sub_region_seavox	region_seavox	provcode_longhurst	provdescr_longhurst	environment	geometry
BATS_SAMN07137115_10_2004_06_15	SAMN07137115	SRR5720260	PRJNA385855	3.771	WGS	RANDOM	NextSeq 550	S0618	marine metagenome	SRX2937294	Metagenome from BATS, BATS189, 10m	S0618	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP109831	PRJNA385855	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0618	SRS2299082			10.0	ocean biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	Temporal sampling of marine metagenomes from Station ALOHA and BATS	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep		"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]"	1	12568946	3770683800	1575937500	2018-05-01 00:39:25	150.0	0.0	150.0	0.0	2004	6	15	17:45	24.488	36.642	0.22		0.22-NA	500.0	100.0	31.66 -64.16	31.66	-64.16	surface water		water	BATS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	c(-64.16, 31.66)
BATS_SAMN07137118_1_2004_08_17	SAMN07137118	SRR5720321	PRJNA385855	6.632	WGS	RANDOM	NextSeq 550	S0621	marine metagenome	SRX2937233	Metagenome from BATS, BATS191, 1m	S0621	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP109831	PRJNA385855	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0621	SRS2299021			1.0	ocean biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	Temporal sampling of marine metagenomes from Station ALOHA and BATS	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep		"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]"	1	22106643	6631992900	2775106435	2018-05-01 00:39:24	150.0	0.0	150.0	0.0	2004	8	17	16:58	28.522	36.843	0.22		0.22-NA	500.0	100.0	31.66 -64.16	31.66	-64.16	surface water		water	BATS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	c(-64.16, 31.66)
BATS_SAMN07137121_1_2004_02_24	SAMN07137121	SRR5720322	PRJNA385855	9.721	WGS	RANDOM	NextSeq 550	S0624	marine metagenome	SRX2937232	Metagenome from BATS, BATS185, 1m	S0624	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP109831	PRJNA385855	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0624	SRS2299020			1.0	ocean biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	Temporal sampling of marine metagenomes from Station ALOHA and BATS	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep		"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]"	1	32403141	9720942300	4042026325	2018-05-01 00:39:24	150.0	0.0	150.0	0.0	2004	2	24	18:10	20.214	36.739	0.22		0.22-NA	500.0	100.0	31.66 -64.16	31.66	-64.16	surface water		water	BATS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	c(-64.16, 31.66)
BATS_SAMN07137122_40_2004_02_24	SAMN07137122	SRR5720319	PRJNA385855	10.05	WGS	RANDOM	NextSeq 550	S0625	marine metagenome	SRX2937235	Metagenome from BATS, BATS185, 40m	S0625	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP109831	PRJNA385855	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0625	SRS2299023			40.0	ocean biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	Temporal sampling of marine metagenomes from Station ALOHA and BATS	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep		"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]"	1	33499189	10049756700	4209048813	2018-05-01 00:39:24	150.0	0.0	150.0	0.0	2004	2	24	18:10	20.0	36.732	0.22		0.22-NA	500.0	100.0	31.66 -64.16	31.66	-64.16	deep chlorophyll maximum		water	BATS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	c(-64.16, 31.66)
BATS_SAMN08390924_10_2009_07_14	SAMN08390924	SRR6507279	PRJNA385855	15.07	WGS	RANDOM	NextSeq 550	S0629	marine metagenome	SRX3595720	Metagenome from BATS, BATS248, 10m	S0629	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP109831	PRJNA385855	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0629	SRS2864725			10.0	ocean biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	Temporal sampling of marine metagenomes from Station ALOHA and BATS	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep		"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]"	1	50232751	15069825300	6265839401	2018-05-01 00:39:48	150.0	0.0	150.0	0.0	2009	7	14	22:21	23.634	36.591	0.22		0.22-NA	500.0	100.0	31.66 -64.16	31.66	-64.16	surface water		water	BATS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	c(-64.16, 31.66)
BATS_SAMN08390925_100_2009_11_07	SAMN08390925	SRR6507280	PRJNA385855	25.807	WGS	RANDOM	NextSeq 550	S0630	marine metagenome	SRX3595719	Metagenome from BATS, BATS252, 100m	S0630	METAGENOMIC	PAIRED	ILLUMINA	Civil and Environmental Engineering, MIT	SRP109831	PRJNA385855	marine metagenome	MIT	Civil and Environmental Engineering	MIT	15 Vassar St., 48-424	Cambridge	USA	Steven Biller	sbiller@gmail.com		S0630	SRS2864988			100.0	ocean biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	Temporal sampling of marine metagenomes from Station ALOHA and BATS	Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep		"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]"	1	86024360	25807308000	10523504402	2018-05-01 00:39:48	150.0	0.0	150.0	0.0	2009	11	7	08:04	24.501	36.41	0.22		0.22-NA	500.0	100.0	31.66 -64.16	31.66	-64.16	surface water		water	BATS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	c(-64.16, 31.66)
BGS_SAMN15782437_1_2013_08_26	SAMN15782437	SRR12479797	PRJNA656268	3.766	WGS	RANDOM	Illumina HiSeq 4000	A392013_008_meta	marine metagenome	SRX8973635	Metagenome of whole ocean water: Bio-GO-SHIP	A392013_008_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	Station 4	A392013_008	SRS7229228	A392013_008_meta		1.0				Atlantic Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	12468624	3765524448	1473866800	2021-03-01 10:09:02	151.0	0.0	151.0	0.0	2013	8	26	10:45:00	10.385		0.22		0.22-NA			55.003817 -48.998083	55.003817	-48.998083	surface water	07:45	water	BGS		LABRADOR SEA	ATLANTIC OCEAN	ARCT	Polar - Atlantic Arctic Province	Polar	c(-48.998083, 55.003817)
BGS_SAMN15782438_1_2013_08_27	SAMN15782438	SRR12479796	PRJNA656268	4.69	WGS	RANDOM	Illumina NovaSeq 6000	A392013_041_meta	marine metagenome	SRX8973636	Metagenome of whole ocean water: Bio-GO-SHIP	A392013_041_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	Station 5	A392013_041	SRS7229229	A392013_041_meta		1.0				Atlantic Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	15530189	4690117078	1487097508	2021-03-01 10:09:02	151.0	0.0	151.0	0.0	2013	8	27	14:07:00	11.765		0.22		0.22-NA			52.996017 -45.995183	52.996017	-45.995183	surface water	11:07	water	BGS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	ARCT	Polar - Atlantic Arctic Province	Polar	c(-45.995183, 52.996017)
BGS_SAMN15782439_25_2013_08_27	SAMN15782439	SRR12480054	PRJNA656268	3.024	WGS	RANDOM	Illumina HiSeq 4000	A392013_044_meta	marine metagenome	SRX8973843	Metagenome of whole ocean water: Bio-GO-SHIP	A392013_044_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	Station 5	A392013_044	SRS7229436	A392013_044_meta		25.0				Atlantic Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	10014704	3024440608	1169585063	2021-03-01 10:09:08	151.0	0.0	151.0	0.0	2013	8	27	14:07:00	11.674		0.22		0.22-NA			52.996017 -45.995183	52.996017	-45.995183	surface water	11:07	water	BGS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	ARCT	Polar - Atlantic Arctic Province	Polar	c(-45.995183, 52.996017)
BGS_SAMN15782440_5_2013_08_28	SAMN15782440	SRR12479841	PRJNA656268	2.82	WGS	RANDOM	Illumina NovaSeq 6000	A392013_082_meta	marine metagenome	SRX8973591	Metagenome of whole ocean water: Bio-GO-SHIP	A392013_082_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	Station 6	A392013_082	SRS7229184	A392013_082_meta		5.0				Atlantic Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	9337002	2819774604	914606966	2021-03-01 10:09:03	151.0	0.0	151.0	0.0	2013	8	28	08:00:00	13.354		0.22		0.22-NA			50.99985 -43.000517	50.99985	-43.000517	surface water	05:00	water	BGS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NADR	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	c(-43.000517, 50.99985)
BGS_SAMN15782442_5_2013_08_29	SAMN15782442	SRR12480165	PRJNA656268	3.715	WGS	RANDOM	Illumina HiSeq 4000	A392013_105_meta	marine metagenome	SRX8974197	Metagenome of whole ocean water: Bio-GO-SHIP	A392013_105_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	Station 7	A392013_105	SRS7229790	A392013_105_meta		5.0				Atlantic Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	12302266	3715284332	1426197613	2021-03-01 10:09:10	151.0	0.0	151.0	0.0	2013	8	29	15:12:00	15.58		0.22		0.22-NA			49.001717 -40.002817	49.001717	-40.002817	surface water	12:12	water	BGS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NADR	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	c(-40.002817, 49.001717)
BGS_SAMN15782443_5_2013_08_30	SAMN15782443	SRR12480315	PRJNA656268	5.18	WGS	RANDOM	Illumina NovaSeq 6000	A392013_138_meta	marine metagenome	SRX8974047	Metagenome of whole ocean water: Bio-GO-SHIP	A392013_138_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	Station 8	A392013_138	SRS7229641	A392013_138_meta		5.0				Atlantic Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	17152420	5180030840	1649110241	2021-03-01 10:09:13	151.0	0.0	151.0	0.0	2013	8	30	09:20:00	18.337		0.22		0.22-NA			47.00085 -42.502167	47.00085	-42.502167	surface water	06:20	water	BGS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NADR	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	c(-42.502167, 47.00085)
BGS_SAMN15782444_40_2013_08_30	SAMN15782444	SRR12479907	PRJNA656268	3.329	WGS	RANDOM	Illumina HiSeq 4000	A392013_143_meta	marine metagenome	SRX8973990	Metagenome of whole ocean water: Bio-GO-SHIP	A392013_143_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	Station 8	A392013_143	SRS7229583	A392013_143_meta		40.0				Atlantic Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	11024359	3329356418	1287852600	2021-03-01 10:09:05	151.0	0.0	151.0	0.0	2013	8	30	09:20:00	9.27		0.22		0.22-NA			47.00085 -42.502167	47.00085	-42.502167	surface water	06:20	water	BGS		NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	NADR	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	c(-42.502167, 47.00085)
