run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,collection_date,depth,geo_loc_name,lat_lon,alkalinity,chlorophyll,diss_inorg_carb,nitro,ph,phaeopigments,salinity,silicate,temp,env_broad_scale,env_local_scale,env_medium,phosphate,tot_part_carb,isolation_source,filter_size_um,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,diss_oxygen,pressure,local_time,pre_filter_size_um,env_biome,env_feature,env_material,altitude,diss_org_carb
SRR23969150,PRJNA352737,5.03,WGS,RANDOM,NextSeq 500,HSD00-20a-287-S2C004-0025_190722,marine plankton metagenome,SRX19773731,"Planktonic metagenomic time series sample from SCOPE HOT cruise 287 at Station 2.0 and Cast 4.0, 25m deep sequenced on 20190722",HSD00-20a-287-S2C004-0025_190722,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 287 at Station 2.0 and Cast 4.0, 25m deep",HSD00-20a-287-S2C004-0025,SRS17137604,SAMN25282763,SCOPE HOT time series metagenomic sample HSD00-20a-287-S2C004-0025,2016-10-16,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.754 N 157.997 W,2304,66,1988.5,,8.076,,34.9289,,26.2269,ENVO:00000447,ENVO:01000038,ENVO:00002151,,2.67,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,16718822,5030237052,2076965064,2023-03-25 18:47:55,150.42,2.81,150.45,2.01,206.5,27.5,00-09-00,,"","","",,
SRR23969152,PRJNA352737,11.343,WGS,RANDOM,NextSeq 500,HSD00-20a-294-S2C007-0100_191008,marine plankton metagenome,SRX19773729,"Planktonic metagenomic time series sample from SCOPE HOT cruise 294 at Station 2.0 and Cast 7.0, 100m deep sequenced on 20191008",HSD00-20a-294-S2C007-0100_191008,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 294 at Station 2.0 and Cast 7.0, 100m deep",HSD00-20a-294-S2C007-0100,SRS17137603,SAMN25282920,SCOPE HOT time series metagenomic sample HSD00-20a-294-S2C007-0100,2017-06-21,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.780 N 158.060 W,2309,230,2007.5,,8.053,,35.0408,1.09,23.6726,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.07,2.13,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,37694427,11343479799,4538437077,2023-03-25 18:47:55,150.45,2.71,150.49,1.35,214,100.1,09-22-00,,"","","",,
SRR23969153,PRJNA352737,5.616,WGS,RANDOM,NextSeq 500,HSD00-20a-287-S2C007-0100_190722,marine plankton metagenome,SRX19773728,"Planktonic metagenomic time series sample from SCOPE HOT cruise 287 at Station 2.0 and Cast 7.0, 100m deep sequenced on 20190722",HSD00-20a-287-S2C007-0100_190722,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 287 at Station 2.0 and Cast 7.0, 100m deep",HSD00-20a-287-S2C007-0100,SRS17137601,SAMN25282892,SCOPE HOT time series metagenomic sample HSD00-20a-287-S2C007-0100,2016-10-16,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.735 N 158.065 W,2315,326,2015.6,,8.044,,35.1043,1.23,23.9579,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.08,2.01,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,18661716,5616124832,2237897442,2023-03-25 18:46:48,150.47,2.17,150.48,1.6,215,100.2,09-17-00,,"","","",,
SRR23969155,PRJNA352737,8.624,WGS,RANDOM,NextSeq 500,HSD00-20a-293-S2C004-0045_191008,marine plankton metagenome,SRX19773726,"Planktonic metagenomic time series sample from SCOPE HOT cruise 293 at Station 2.0 and Cast 4.0, 45m deep sequenced on 20191008",HSD00-20a-293-S2C004-0045_191008,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 293 at Station 2.0 and Cast 4.0, 45m deep",HSD00-20a-293-S2C004-0045,SRS17137599,SAMN25282950,SCOPE HOT time series metagenomic sample HSD00-20a-293-S2C004-0045,2017-05-24,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.755 N 158.000 W,2297,88,,,8.067,,34.918,1.19,25.0543,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.06,1.9,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28656255,8624138090,3460860472,2023-03-25 18:52:59,150.47,2.06,150.48,1.63,211.8,46.3,00-25-00,,"","","",,
SRR23969156,PRJNA352737,3.929,WGS,RANDOM,NextSeq 500,HSD00-20a-292-S2C004-0005_190919,marine plankton metagenome,SRX19773725,"Planktonic metagenomic time series sample from SCOPE HOT cruise 292 at Station 2.0 and Cast 4.0, 5m deep sequenced on 20190919",HSD00-20a-292-S2C004-0005_190919,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 292 at Station 2.0 and Cast 4.0, 5m deep",HSD00-20a-292-S2C004-0005,SRS17137598,SAMN25282910,SCOPE HOT time series metagenomic sample HSD00-20a-292-S2C004-0005,2017-04-26,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.758 N 158.016 W,2299,51,1987.2,,8.064,,34.8666,1.52,25.0839,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.08,2.11,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,13057204,3929173741,1531866779,2023-03-25 18:33:40,150.45,2.52,150.47,1.47,211.5,5.3,00-06-00,,"","","",,
SRR23969158,PRJNA352737,7.502,WGS,RANDOM,NextSeq 500,HSD00-20a-288-S2C003-0075_190809,marine plankton metagenome,SRX19773723,"Planktonic metagenomic time series sample from SCOPE HOT cruise 288 at Station 2.0 and Cast 3.0, 75m deep sequenced on 20190809",HSD00-20a-288-S2C003-0075_190809,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 288 at Station 2.0 and Cast 3.0, 75m deep",HSD00-20a-288-S2C003-0075,SRS17137596,SAMN25282911,SCOPE HOT time series metagenomic sample HSD00-20a-288-S2C003-0075,2016-11-26,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.751 N 157.998 W,2310,180,1995.7,,8.072,,35.1765,,24.9329,ENVO:00000447,ENVO:01000038,ENVO:00002151,,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,24928888,7502024718,2953329237,2023-03-25 18:46:48,150.46,1.88,150.47,1.46,203,75.9,23-52-00,,"","","",,
SRR23969159,PRJNA352737,7.907,WGS,RANDOM,NextSeq 500,HSD00-20a-284-S2C002-0025_190129,marine plankton metagenome,SRX19773722,"Planktonic metagenomic time series sample from SCOPE HOT cruise 284 at Station 2.0 and Cast 2.0, 25m deep sequenced on 20190129",HSD00-20a-284-S2C002-0025_190129,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 284 at Station 2.0 and Cast 2.0, 25m deep",HSD00-20a-284-S2C002-0025,SRS17137595,SAMN25282993,SCOPE HOT time series metagenomic sample HSD00-20a-284-S2C002-0025,2016-05-29,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.740 N 157.968 W,2303,52,1983.8,,8.075,,34.8774,,25.7287,ENVO:00000447,ENVO:01000038,ENVO:00002151,,2.04,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,26275022,7907427643,3413428902,2023-03-25 18:47:55,150.47,1.74,150.47,1.51,207.7,25.3,00-25-00,,"","","",,
SRR23969161,PRJNA352737,9.616,WGS,RANDOM,NextSeq 500,HSD00-20a-285-S2C005-0045_190619,marine plankton metagenome,SRX19773720,"Planktonic metagenomic time series sample from SCOPE HOT cruise 285 at Station 2.0 and Cast 5.0, 45m deep sequenced on 20190619",HSD00-20a-285-S2C005-0045_190619,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 285 at Station 2.0 and Cast 5.0, 45m deep",HSD00-20a-285-S2C005-0045,SRS17137593,SAMN25282827,SCOPE HOT time series metagenomic sample HSD00-20a-285-S2C005-0045,2016-07-12,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.749 N 158.001 W,2299,66,1985.5,,8.073,,34.8976,1.24,25.7261,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.08,2.34,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,31950887,9616313764,4176898953,2023-03-25 18:47:55,150.49,1.65,150.48,1.44,,,02-54-00,,"","","",,
SRR23969163,PRJNA352737,6.54,WGS,RANDOM,NextSeq 500,HSD00-20a-295-S2C004-0025_191108,marine plankton metagenome,SRX19773718,"Planktonic metagenomic time series sample from SCOPE HOT cruise 295 at Station 2.0 and Cast 4.0, 25m deep sequenced on 20191108",HSD00-20a-295-S2C004-0025_191108,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 295 at Station 2.0 and Cast 4.0, 25m deep",HSD00-20a-295-S2C004-0025,SRS17137591,SAMN25282996,SCOPE HOT time series metagenomic sample HSD00-20a-295-S2C004-0025,2017-08-09,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.747 N 157.986 W,2300,79,1979.2,,8.082,,34.9265,0.73,27.0489,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.04,2.85,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,21729331,6539880623,2595966370,2023-03-25 18:47:55,150.48,2.09,150.49,1.53,204.9,25.5,00-40-00,,"","","",,
SRR23969166,PRJNA352737,8.257,WGS,RANDOM,NextSeq 500,HSD00-20a-293-S2C004-0025_191008,marine plankton metagenome,SRX19773715,"Planktonic metagenomic time series sample from SCOPE HOT cruise 293 at Station 2.0 and Cast 4.0, 25m deep sequenced on 20191008",HSD00-20a-293-S2C004-0025_191008,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 293 at Station 2.0 and Cast 4.0, 25m deep",HSD00-20a-293-S2C004-0025,SRS17137588,SAMN25282851,SCOPE HOT time series metagenomic sample HSD00-20a-293-S2C004-0025,2017-05-24,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.755 N 158.000 W,2299,58,1987.7,,8.078,,34.8724,1.16,25.2762,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.07,2.05,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,27457580,8257132523,3312729591,2023-03-25 18:38:59,150.25,5.49,150.48,1.62,210,24.8,00-25-00,,"","","",,
SRR23969167,PRJNA352737,5.735,WGS,RANDOM,NextSeq 500,HSD00-20a-294-S2C004-0005_191008,marine plankton metagenome,SRX19773714,"Planktonic metagenomic time series sample from SCOPE HOT cruise 294 at Station 2.0 and Cast 4.0, 5m deep sequenced on 20191008",HSD00-20a-294-S2C004-0005_191008,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 294 at Station 2.0 and Cast 4.0, 5m deep",HSD00-20a-294-S2C004-0005,SRS17137587,SAMN25282936,SCOPE HOT time series metagenomic sample HSD00-20a-294-S2C004-0005,2017-06-21,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.750 N 157.995 W,2287,,1975.9,,8.078,,34.7849,0.95,26.246,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.06,2.24,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,19071418,5735328642,2313232805,2023-03-25 18:47:55,150.27,5.2,150.46,1.88,218.2,5.3,01-01-00,,"","","",,
SRR23969168,PRJNA352737,8.437,WGS,RANDOM,NextSeq 500,HSD00-20a-284-S2C002-0045_190129,marine plankton metagenome,SRX19773713,"Planktonic metagenomic time series sample from SCOPE HOT cruise 284 at Station 2.0 and Cast 2.0, 45m deep sequenced on 20190129",HSD00-20a-284-S2C002-0045_190129,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 284 at Station 2.0 and Cast 2.0, 45m deep",HSD00-20a-284-S2C002-0045,SRS17137586,SAMN25282988,SCOPE HOT time series metagenomic sample HSD00-20a-284-S2C002-0045,2016-05-29,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.740 N 157.968 W,2311,68,1989.7,,8.072,,35.016,,24.9536,ENVO:00000447,ENVO:01000038,ENVO:00002151,,2.19,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28053731,8436895293,3553784968,2023-03-25 18:47:55,150.31,4.39,150.43,2.22,211.2,45.1,00-25-00,,"","","",,
SRR23969169,PRJNA352737,7.79,WGS,RANDOM,NextSeq 500,HSD00-20a-285-S2C005-0025_190619,marine plankton metagenome,SRX19773712,"Planktonic metagenomic time series sample from SCOPE HOT cruise 285 at Station 2.0 and Cast 5.0, 25m deep sequenced on 20190619",HSD00-20a-285-S2C005-0025_190619,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 285 at Station 2.0 and Cast 5.0, 25m deep",HSD00-20a-285-S2C005-0025,SRS17137585,SAMN25282867,SCOPE HOT time series metagenomic sample HSD00-20a-285-S2C005-0025,2016-07-12,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.749 N 158.001 W,2301,52,1985.6,,8.075,,34.9028,,25.8,ENVO:00000447,ENVO:01000038,ENVO:00002151,,2.19,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,25887579,7789651619,3476248795,2023-03-25 19:00:47,150.44,2.35,150.46,1.79,,,02-54-00,,"","","",,
SRR23969171,PRJNA352737,7.121,WGS,RANDOM,NextSeq 500,HSD00-20a-295-S2C004-0045_191108,marine plankton metagenome,SRX19773710,"Planktonic metagenomic time series sample from SCOPE HOT cruise 295 at Station 2.0 and Cast 4.0, 45m deep sequenced on 20191108",HSD00-20a-295-S2C004-0045_191108,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 295 at Station 2.0 and Cast 4.0, 45m deep",HSD00-20a-295-S2C004-0045,SRS17137583,SAMN25282978,SCOPE HOT time series metagenomic sample HSD00-20a-295-S2C004-0045,2017-08-09,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.747 N 157.986 W,2300,107,1979.3,,8.081,,34.9636,1.31,26.7635,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.03,2.31,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,23655756,7120662253,2843663754,2023-03-25 18:51:43,150.51,1.68,150.51,1.39,205.4,45.6,00-40-00,,"","","",,
SRR23969172,PRJNA352737,5.481,WGS,RANDOM,NextSeq 500,HSD00-20a-296-S2C006-0100_191127,marine plankton metagenome,SRX19773709,"Planktonic metagenomic time series sample from SCOPE HOT cruise 296 at Station 2.0 and Cast 6.0, 100m deep sequenced on 20191127",HSD00-20a-296-S2C006-0100_191127,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 296 at Station 2.0 and Cast 6.0, 100m deep",HSD00-20a-296-S2C006-0100,SRS17137582,SAMN25283010,SCOPE HOT time series metagenomic sample HSD00-20a-296-S2C006-0100,2017-10-07,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.713 N 158.044 W,,176,2027.4,,8.026,,35.1054,1.42,23.1676,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.08,1.87,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,18223585,5480838817,2169119955,2023-03-25 18:46:48,150.26,5.48,150.49,1.42,207.1,100.2,09-18-00,,"","","",,
SRR23969173,PRJNA352737,7.503,WGS,RANDOM,NextSeq 500,HSD00-20a-286-S2C006-0100_190722,marine plankton metagenome,SRX19773708,"Planktonic metagenomic time series sample from SCOPE HOT cruise 286 at Station 2.0 and Cast 6.0, 100m deep sequenced on 20190722",HSD00-20a-286-S2C006-0100_190722,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 286 at Station 2.0 and Cast 6.0, 100m deep",HSD00-20a-286-S2C006-0100,SRS17137581,SAMN25282772,SCOPE HOT time series metagenomic sample HSD00-20a-286-S2C006-0100,2016-08-10,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.743 N 157.940 W,2327,232,2026.7,,8.032,,35.2298,,22.4832,ENVO:00000447,ENVO:01000038,ENVO:00002151,,1.76,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,24933814,7503189737,2970967518,2023-03-25 18:47:55,150.46,2.27,150.47,1.62,211.7,98.9,09-08-00,,"","","",,
SRR23969174,PRJNA352737,5.462,WGS,RANDOM,NextSeq 500,HSD00-20a-289-S2C006-0100_190809,marine plankton metagenome,SRX19773707,"Planktonic metagenomic time series sample from SCOPE HOT cruise 289 at Station 2.0 and Cast 6.0, 100m deep sequenced on 20190809",HSD00-20a-289-S2C006-0100_190809,METAGENOMIC,PAIRED,ILLUMINA,"DeLong Lab, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,USA,John Eppley,jmeppley@hawaii.edu,"Planktonic metagenomic time series sample from SCOPE HOT cruise 289 at Station 2.0 and Cast 6.0, 100m deep",HSD00-20a-289-S2C006-0100,SRS17137580,SAMN25282918,SCOPE HOT time series metagenomic sample HSD00-20a-289-S2C006-0100,2017-01-24,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.740 N 157.918 W,2314,372,2046.5,,7.993,,35.1426,1.59,22.3017,ENVO:00000447,ENVO:01000038,ENVO:00002151,0.12,1.69,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,18148990,5462118011,2209114953,2023-03-25 18:47:55,150.47,2.56,150.49,1.68,200.3,101.1,09-54-00,,"","","",,
