sample	latitude	longitude	project	depth	temperature_degC	year	model	layer	season	sub_region_seavox	region_seavox	provdescr_longhurst	environment	env_biome	env_feature	env_material
BGT_SAMN07136960_71_2010_11_15	-39.25553	7.72506	BGT	71.3	13.5646	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136961_91_2010_11_15	-39.25553	7.72506	BGT	91.5	13.5583	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
HOT1_SAMN07137001_25_2004_04_20	22.75	-158.0	HOT1	25.0	23.7724	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137004_5_2004_05_18	22.75	-158.0	HOT1	5.0	25.3458	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137007_5_2004_06_15	22.75	-158.0	HOT1	5.0	25.8764	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137010_5_2004_08_15	22.75	-158.0	HOT1	5.0	26.8551	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137013_5_2004_09_28	22.75	-158.0	HOT1	5.0	27.4349	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137016_5_2004_10_10	22.75	-158.0	HOT1	5.0	26.0955	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137019_5_2004_11_10	22.75	-158.0	HOT1	5.0	26.5187	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137022_5_2004_12_14	22.75	-158.0	HOT1	5.0	25.2637	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137025_5_2003_01_17	22.75	-158.0	HOT1	5.0	23.6929	2003.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137034_5_2003_04_23	22.75	-158.0	HOT1	5.0	24.6207	2003.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137037_5_2003_05_20	22.75	-158.0	HOT1	5.0	25.3196	2003.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137043_5_2003_07_19	22.75	-158.0	HOT1	5.0	26.0052	2003.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137052_5_2003_12_20	22.75	-158.0	HOT1	5.0	24.299	2003.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137055_10_2003_10_14	22.75	-158.0	HOT1	10.0	26.8415	2003.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137058_5_2004_01_21	22.75	-158.0	HOT1	5.0	24.1569	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137059_100_2004_01_21	22.75	-158.0	HOT1	100.0	23.7477	2004.0	NextSeq 550	deep chlorophyll maximum		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT1_SAMN07137061_10_2004_03_19	22.75	-158.0	HOT1	10.0	23.0455	2004.0	NextSeq 550	surface water		NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ocean biome	ocean	water
HOT3_SAMN11874501_5_2014_11_22	22.75	-158.0	HOT3	5.0	26.0	2014.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874514_25_2014_12_17	22.75	-158.0	HOT3	25.0	25.0	2014.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874516_75_2014_12_17	22.75	-158.0	HOT3	75.0	25.0	2014.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874525_5_2015_02_25	22.75	-158.0	HOT3	5.0	24.0	2015.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874526_25_2015_02_25	22.75	-158.0	HOT3	25.0	24.0	2015.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874527_45_2015_02_25	22.75	-158.0	HOT3	45.0	23.0	2015.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874528_75_2015_02_25	22.75	-158.0	HOT3	75.0	23.0	2015.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874529_100_2015_02_25	22.75	-158.0	HOT3	100.0	22.0	2015.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874537_5_2015_03_30	22.75	-158.0	HOT3	5.0	24.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874538_25_2015_03_30	22.75	-158.0	HOT3	25.0	24.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874539_45_2015_03_30	22.75	-158.0	HOT3	45.0	23.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874540_75_2015_03_30	22.75	-158.0	HOT3	75.0	23.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874541_100_2015_03_30	22.75	-158.0	HOT3	100.0	23.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874546_5_2015_04_22	22.75	-158.0	HOT3	5.0	25.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874547_25_2015_04_22	22.75	-158.0	HOT3	25.0	24.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874558_5_2015_05_24	22.75	-158.0	HOT3	5.0	25.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874559_25_2015_05_24	22.75	-158.0	HOT3	25.0	24.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874560_45_2015_05_24	22.75	-158.0	HOT3	45.0	24.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874570_5_2015_06_20	22.75	-158.0	HOT3	5.0	26.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874571_25_2015_06_20	22.75	-158.0	HOT3	25.0	25.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874572_45_2015_06_20	22.75	-158.0	HOT3	45.0	25.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874573_75_2015_06_20	22.75	-158.0	HOT3	75.0	24.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874574_100_2015_06_20	22.75	-158.0	HOT3	100.0	24.0	2015.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874582_5_2015_07_20	22.75	-158.0	HOT3	5.0	27.0	2015.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874583_25_2015_07_20	22.75	-158.0	HOT3	25.0	27.0	2015.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874594_5_2015_08_13	22.75	-158.0	HOT3	5.0	27.0	2015.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874595_25_2015_08_13	22.75	-158.0	HOT3	25.0	27.0	2015.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874606_5_2015_10_14	22.75	-158.0	HOT3	5.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874607_25_2015_10_14	22.75	-158.0	HOT3	25.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874618_5_2015_11_14	22.75	-158.0	HOT3	5.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874619_25_2015_11_14	22.75	-158.0	HOT3	25.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874620_45_2015_11_14	22.75	-158.0	HOT3	45.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874630_5_2015_12_09	22.75	-158.0	HOT3	5.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874631_25_2015_12_09	22.75	-158.0	HOT3	25.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874632_45_2015_12_09	22.75	-158.0	HOT3	45.0	26.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874633_75_2015_12_09	22.75	-158.0	HOT3	75.0	25.0	2015.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874642_5_2016_01_13	22.75	-158.0	HOT3	5.0	25.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874643_25_2016_01_13	22.75	-158.0	HOT3	25.0	25.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874644_45_2016_01_13	22.75	-158.0	HOT3	45.0	25.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874645_75_2016_01_13	22.75	-158.0	HOT3	75.0	25.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874654_5_2016_02_10	22.75	-158.0	HOT3	5.0	25.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874655_25_2016_02_10	22.75	-158.0	HOT3	25.0	25.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874656_45_2016_02_10	22.75	-158.0	HOT3	45.0	24.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874658_100_2016_02_10	22.75	-158.0	HOT3	100.0	23.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874666_5_2016_03_09	22.75	-158.0	HOT3	5.0	24.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874667_25_2016_03_09	22.75	-158.0	HOT3	25.0	24.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874669_75_2016_03_09	22.75	-158.0	HOT3	75.0	24.0	2016.0	NextSeq 500	surface water	Winter	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874678_5_2016_04_15	22.75	-158.0	HOT3	5.0	24.0	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874679_25_2016_04_15	22.75	-158.0	HOT3	25.0	24.0	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874680_45_2016_04_15	22.75	-158.0	HOT3	45.0	24.0	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN11874681_75_2016_04_15	22.75	-158.0	HOT3	75.0	24.0	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
HOT3_SAMN25282750_25_2017_06_21	22.75	-157.995	HOT3	25.0	26.1748	2017.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282753_25_2016_08_09	22.74	-157.97	HOT3	25.0	26.1076	2016.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282761_5_2017_05_24	22.755	-158.0	HOT3	5.0	25.2799	2017.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282827_45_2016_07_12	22.749	-158.001	HOT3	45.0	25.7261	2016.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282834_5_2016_07_12	22.749	-158.001	HOT3	5.0	25.9008	2016.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282836_75_2016_07_12	22.749	-158.001	HOT3	75.0	24.8565	2016.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282846_75_2016_05_29	22.74	-157.968	HOT3	75.0	24.0463	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282850_100_2016_05_29	22.741	-157.959	HOT3	100.0	23.0756	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282851_25_2017_05_24	22.755	-158.0	HOT3	25.0	25.2762	2017.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282857_5_2017_08_09	22.747	-157.986	HOT3	5.0	27.1221	2017.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282867_25_2016_07_12	22.749	-158.001	HOT3	25.0	25.8	2016.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282897_45_2017_06_21	22.75	-157.995	HOT3	45.0	25.6872	2017.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282911_75_2016_11_26	22.751	-157.998	HOT3	75.0	24.9329	2016.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282919_45_2016_10_16	22.754	-157.997	HOT3	45.0	26.1405	2016.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282936_5_2017_06_21	22.75	-157.995	HOT3	5.0	26.246	2017.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282950_45_2017_05_24	22.755	-158.0	HOT3	45.0	25.0543	2017.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282978_45_2017_08_09	22.747	-157.986	HOT3	45.0	26.7635	2017.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282993_25_2016_05_29	22.74	-157.968	HOT3	25.0	25.7287	2016.0	NextSeq 500	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25282996_25_2017_08_09	22.747	-157.986	HOT3	25.0	27.0489	2017.0	NextSeq 500	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
HOT3_SAMN25283016_45_2017_10_06	22.7	-158.066	HOT3	45.0	26.7837	2017.0	NextSeq 500	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	ENVO:00000447	ENVO:01000038	ENVO:00002151
